TransactionAmount,CustomerAge,TransactionDuration,AccountBalance,TransactionType,Channel,CustomerOccupation,Cluster
143.54,71,80,6067.62,Debit,ATM,Retired,2
42.55,53,29,7341.43,Debit,Branch,Engineer,0
541.79,22,125,1454.08,Debit,ATM,Student,2
40.57,26,63,1476.91,Debit,Branch,Student,0
120.24,18,131,1943.1300000000003,Debit,Branch,Student,0
498.67,28,244,1719.97,Debit,Online,Student,1
227.21999999999997,53,220,832.82,Debit,ATM,Doctor,2
56.94,76,74,7004.63,Credit,Online,Retired,4
629.82,68,159,6385.69,Debit,ATM,Retired,2
59.44,35,176,5472.03,Debit,Online,Engineer,1
186.69,30,53,8602.22,Debit,Branch,Engineer,0
230.46000000000004,19,179,162.53,Debit,Online,Student,1
65.09,44,159,9370.9,Credit,Online,Engineer,4
457.0899999999999,55,63,8570.82,Credit,Online,Engineer,4
552.02,44,100,522.08,Credit,ATM,Engineer,5
377.12,34,61,836.6699999999998,Debit,ATM,Engineer,2
204.56,18,179,364.72,Credit,Branch,Student,3
420.28,35,144,8557.32,Debit,Branch,Doctor,0
97.09,24,202,1579.57,Debit,ATM,Student,2
124.59000000000002,27,171,129.29,Debit,Branch,Student,0
73.88,39,34,6474.41,Debit,Online,Doctor,1
77.43,21,169,1380.21,Debit,Online,Student,1
106.16,56,277,7487.790000000001,Debit,ATM,Doctor,2
245.93,54,172,7986.629999999999,Debit,Branch,Engineer,0
622.41,64,125,7322.01,Debit,ATM,Doctor,2
43.73,34,145,9929.43,Debit,ATM,Doctor,2
2.03,33,28,3012.31,Credit,ATM,Engineer,5
770.65,31,137,7198.8,Debit,Online,Doctor,1
260.31,63,113,10980.38,Debit,Branch,Doctor,0
356.1,26,187,868.35,Credit,Branch,Student,3
27.07,80,39,3773.2899999999995,Credit,Branch,Retired,3
119.89,67,60,6697.77,Debit,ATM,Doctor,2
106.39,37,281,9410.99,Debit,Online,Doctor,1
12.04,37,58,6213.32,Debit,Online,Engineer,1
365.7,21,115,368.78,Debit,Branch,Student,0
29.38,28,63,1663.31,Credit,Branch,Student,3
319.85,60,148,711.6599999999999,Debit,ATM,Doctor,2
350.14,75,37,2403.25,Credit,Online,Retired,4
163.94,52,73,5957.37,Credit,Branch,Retired,3
170.53,24,58,801.01,Debit,Branch,Student,0
262.22,40,136,5711.71,Credit,ATM,Engineer,5
41.49,24,13,928.33,Debit,Online,Student,1
121.43000000000002,52,243,7365.28,Credit,Branch,Engineer,3
350.46,51,165,5839.38,Debit,Branch,Retired,0
220.41,26,155,5116.98,Credit,Online,Engineer,4
33.46,72,111,3641.07,Debit,ATM,Retired,2
104.79,70,223,1352.19,Debit,ATM,Doctor,2
246.27,29,141,7299.86,Debit,Online,Doctor,1
48.85,19,176,1503.56,Debit,ATM,Student,2
332.0,69,17,5943.13,Debit,ATM,Retired,2
118.09999999999998,54,167,895.6599999999999,Debit,Online,Engineer,1
84.59,67,10,5669.1,Credit,Branch,Doctor,3
295.64,21,82,1061.96,Debit,Online,Student,1
514.33,25,160,1592.94,Debit,Branch,Student,0
94.59,39,34,6171.89,Debit,Online,Doctor,1
80.43,59,157,5987.67,Debit,Branch,Retired,0
54.25,68,37,14783.33,Debit,Online,Doctor,1
178.88,76,93,4708.29,Credit,Branch,Retired,3
518.85,22,82,1806.0,Debit,Online,Student,1
10.65,54,161,13240.72,Debit,Online,Doctor,1
198.62,27,84,1196.07,Credit,Branch,Student,3
107.03,27,73,1408.07,Debit,Branch,Student,0
139.57,19,263,271.78,Debit,ATM,Student,2
312.47,49,148,9419.27,Debit,ATM,Engineer,2
346.11,41,213,9551.64,Debit,Branch,Engineer,0
138.06,44,159,1070.47,Debit,Branch,Engineer,0
158.02,49,120,9374.24,Debit,ATM,Engineer,2
830.01,66,96,4253.18,Credit,Online,Retired,4
435.5,55,112,6981.03,Debit,ATM,Retired,2
110.49,57,48,10483.93,Debit,Online,Doctor,1
329.4,34,68,9588.07,Debit,Online,Doctor,1
635.4,47,106,1238.11,Debit,ATM,Doctor,2
769.97,22,22,1244.93,Debit,Branch,Student,0
175.07,26,169,1040.25,Debit,Branch,Student,0
7.309999999999999,78,282,5757.67,Debit,Branch,Retired,0
175.15,27,32,1712.65,Debit,ATM,Student,2
32.54,25,183,1544.88,Debit,Online,Student,1
121.82,60,119,13293.83,Debit,Online,Doctor,1
56.12,30,102,8839.67,Debit,ATM,Doctor,2
424.7,56,178,6239.89,Credit,Online,Retired,4
35.16,32,130,8459.18,Debit,Branch,Engineer,0
35.73,65,87,9073.17,Debit,Branch,Doctor,0
3.44,78,107,7561.33,Debit,ATM,Retired,2
139.03,50,81,2276.57,Credit,Online,Engineer,4
254.91999999999996,28,169,2791.12,Credit,ATM,Engineer,5
115.11,28,139,9808.97,Debit,Online,Engineer,1
171.11,57,171,6324.09,Debit,ATM,Retired,2
168.54,70,142,13406.0,Debit,ATM,Doctor,2
420.76,51,75,6581.55,Debit,Branch,Retired,0
408.46,64,28,3140.79,Debit,Branch,Retired,0
342.17,21,247,461.83,Credit,Branch,Student,3
580.71,53,95,5670.0,Debit,ATM,Engineer,2
821.54,79,36,4040.3199999999997,Credit,Branch,Retired,3
253.47,20,238,220.51,Debit,Branch,Student,0
22.81,62,75,3634.76,Debit,Online,Retired,1
266.57,39,96,7180.48,Credit,Online,Engineer,4
374.61,75,37,1389.71,Credit,Online,Retired,4
339.35,78,70,5002.7,Credit,ATM,Retired,5
810.36,20,67,9239.12,Debit,ATM,Student,2
9.83,24,86,666.42,Debit,ATM,Student,2
135.57,51,116,11351.64,Credit,Branch,Doctor,3
340.05,43,37,7234.15,Debit,ATM,Engineer,2
283.45,27,127,2049.51,Debit,Branch,Engineer,0
100.99,68,114,8865.27,Debit,ATM,Doctor,2
90.88,18,176,3908.4700000000003,Debit,Branch,Student,0
655.15,26,264,5587.44,Debit,ATM,Engineer,2
320.55,50,118,438.75,Debit,Online,Engineer,1
41.51,28,48,609.5999999999999,Debit,Online,Student,1
71.53,68,39,2393.73,Credit,Branch,Retired,3
467.13,54,45,3914.84,Credit,Branch,Retired,3
235.39999999999998,28,70,818.3599999999999,Debit,Branch,Student,0
159.32,18,100,304.44,Debit,Branch,Student,0
50.83,30,48,9553.42,Credit,Online,Doctor,4
56.89,59,56,3034.67,Credit,Branch,Engineer,3
20.22,43,138,5515.32,Debit,ATM,Engineer,2
50.4,36,84,1677.01,Debit,Branch,Doctor,0
73.88,53,131,4055.55,Debit,Branch,Retired,0
119.61,33,53,9899.94,Debit,ATM,Doctor,2
116.58000000000001,43,247,2620.74,Debit,Branch,Engineer,0
391.96,64,79,2174.16,Debit,ATM,Retired,2
156.26,46,160,7854.100000000001,Credit,Branch,Engineer,3
427.0,49,163,8253.65,Credit,Branch,Engineer,3
443.68,18,137,874.1499999999999,Debit,ATM,Student,2
101.76,31,26,6043.25,Debit,Branch,Doctor,0
67.57,37,107,2766.12,Debit,Branch,Engineer,0
326.29,56,179,8171.259999999999,Debit,Online,Engineer,1
158.56,33,100,5401.21,Debit,ATM,Doctor,2
56.02,27,142,3548.02,Debit,Online,Student,1
288.28,27,36,160.83,Debit,Online,Student,1
245.67,24,107,752.2499999999999,Credit,Branch,Student,3
152.18,39,176,2459.84,Credit,Online,Engineer,4
114.35,41,21,469.12,Credit,Branch,Engineer,3
373.27,61,79,8441.61,Credit,Online,Doctor,4
504.63,60,168,3806.16,Debit,Online,Engineer,1
126.22000000000001,46,77,6133.41,Debit,ATM,Engineer,2
820.15,47,181,8802.97,Debit,Branch,Doctor,0
8.37,63,135,1106.34,Debit,ATM,Retired,2
197.49,53,30,5005.33,Credit,Online,Retired,4
637.97,58,90,7949.03,Debit,Branch,Retired,0
13.52,26,65,259.77,Debit,ATM,Student,2
432.1,49,240,2114.3,Debit,ATM,Engineer,2
375.17,51,66,5495.3,Debit,ATM,Engineer,2
642.68,50,94,8461.46,Debit,Branch,Doctor,0
78.44,52,292,6870.84,Credit,Online,Retired,4
139.72,49,201,5058.83,Debit,Branch,Engineer,0
499.99,31,296,8885.0,Debit,Branch,Engineer,0
10.07,24,49,530.81,Debit,Online,Student,1
120.62000000000002,23,85,9379.53,Debit,ATM,Student,2
578.49,59,180,6475.13,Debit,Branch,Retired,0
119.30000000000001,34,22,319.04,Debit,Branch,Engineer,0
280.92,41,168,5298.85,Debit,Online,Doctor,1
42.42,21,102,490.57,Debit,Online,Student,1
77.03,67,259,11310.27,Debit,ATM,Doctor,2
22.59,62,45,3988.75,Debit,ATM,Retired,2
568.76,51,155,7484.319999999999,Debit,ATM,Retired,2
25.94,58,211,4815.11,Credit,Online,Retired,4
105.94,51,207,5963.1,Debit,Branch,Engineer,0
733.29,52,94,10427.0,Debit,ATM,Doctor,2
350.15,21,195,296.47,Credit,ATM,Student,5
183.67,19,238,910.26,Debit,Online,Student,1
278.27,29,123,6684.34,Debit,Branch,Doctor,0
470.3,40,88,8524.09,Debit,ATM,Doctor,2
261.69,53,84,5126.65,Debit,ATM,Retired,2
365.04,22,94,873.8899999999999,Debit,Branch,Student,0
211.1,57,136,7059.77,Debit,Branch,Retired,0
21.49,58,240,11991.24,Debit,ATM,Doctor,2
63.58,18,199,8086.040000000001,Debit,ATM,Student,2
321.86,63,167,12626.49,Debit,ATM,Doctor,2
12.11,75,127,1730.28,Debit,Branch,Retired,0
642.54,44,28,3143.17,Debit,Branch,Engineer,0
210.45,27,146,1242.49,Debit,ATM,Student,2
313.65,55,173,1886.36,Credit,Branch,Retired,3
99.76,26,131,416.89,Debit,Branch,Student,0
115.32,53,113,5929.08,Debit,Branch,Retired,0
33.61,23,72,479.08,Debit,Online,Student,1
498.59,33,32,5862.99,Credit,Online,Doctor,4
98.81,27,91,797.1,Debit,Branch,Student,0
1.87,65,147,7287.94,Debit,ATM,Retired,2
78.92,59,95,5624.86,Credit,Online,Engineer,4
194.29,39,10,2988.41,Credit,Branch,Engineer,3
28.73,53,185,2712.96,Debit,ATM,Engineer,2
105.53,24,88,1433.66,Debit,Online,Student,1
737.34,30,34,7336.56,Debit,Online,Doctor,1
237.86,18,210,475.62999999999994,Debit,ATM,Student,2
409.61,65,89,11698.15,Debit,Branch,Doctor,0
75.53,21,157,1034.35,Credit,Online,Student,4
72.75,64,15,12042.79,Debit,ATM,Doctor,2
39.11,26,143,518.54,Debit,Online,Student,1
729.38,68,90,9127.65,Debit,ATM,Doctor,2
137.49,34,50,4471.05,Debit,ATM,Engineer,2
504.7099999999999,29,61,6214.54,Debit,Online,Engineer,1
371.47,24,58,1187.04,Credit,Branch,Student,3
430.35,36,205,354.9,Debit,Online,Doctor,1
230.32,35,56,791.46,Debit,Branch,Engineer,0
121.71,52,140,5878.89,Debit,ATM,Retired,2
98.87,20,179,533.2,Debit,Online,Student,1
117.55,24,35,897.94,Debit,ATM,Student,2
244.64000000000001,30,103,9159.56,Debit,Branch,Doctor,0
321.93,45,12,4392.73,Debit,ATM,Engineer,2
283.23,40,98,2008.7700000000002,Debit,Online,Engineer,1
346.65,30,60,6356.96,Debit,Online,Engineer,1
381.62,64,164,6009.12,Debit,Online,Retired,1
388.65,76,43,7896.850000000001,Debit,ATM,Retired,2
29.22,24,151,1649.43,Debit,ATM,Student,2
46.75,67,150,2840.43,Debit,Branch,Retired,0
348.64,57,128,3274.96,Debit,Online,Retired,1
319.17,73,81,6501.56,Debit,Online,Retired,1
73.95,26,75,363.92,Debit,ATM,Student,2
389.63,27,99,9748.48,Debit,Online,Engineer,1
217.61,19,45,1404.53,Debit,ATM,Student,2
199.84,21,150,706.44,Debit,ATM,Student,2
56.35,44,75,5095.73,Debit,ATM,Doctor,2
248.94999999999996,65,29,3059.79,Credit,Branch,Retired,3
142.58,33,145,7844.23,Debit,ATM,Engineer,2
84.34,58,247,5313.97,Debit,Online,Retired,1
333.78,60,98,6810.94,Debit,ATM,Retired,2
332.59,55,143,1457.07,Debit,Online,Retired,1
236.81000000000003,22,15,813.68,Debit,Branch,Student,0
417.8,27,130,1518.82,Credit,Branch,Student,3
319.27,50,150,10269.78,Debit,ATM,Doctor,2
384.1,42,172,672.7899999999998,Debit,Branch,Engineer,0
820.62,61,158,6024.8,Credit,Branch,Doctor,3
474.77,56,50,2158.59,Credit,Online,Engineer,4
542.72,43,91,6011.8,Credit,Branch,Doctor,3
79.8,73,75,6372.58,Debit,ATM,Retired,2
46.24,57,52,2569.56,Debit,Branch,Engineer,0
327.8,61,53,10585.48,Debit,ATM,Doctor,2
445.79,52,161,717.9899999999999,Debit,ATM,Doctor,2
55.89,72,150,3689.65,Debit,Online,Retired,1
158.41,28,16,1512.16,Debit,Branch,Student,0
101.19,64,75,14389.45,Credit,Online,Doctor,4
827.14,36,265,9800.21,Debit,Branch,Engineer,0
61.97,74,95,7014.69,Debit,ATM,Retired,2
27.21,79,102,3520.61,Debit,ATM,Retired,2
173.74,80,64,4913.42,Debit,Online,Retired,1
176.11,38,105,9155.35,Debit,Branch,Engineer,0
88.4,46,174,2567.53,Debit,Online,Engineer,1
567.92,53,14,3779.4699999999993,Debit,Online,Retired,1
138.11,68,104,4177.65,Credit,Online,Retired,4
456.93,28,193,7284.76,Credit,Branch,Engineer,3
101.42,66,146,6530.59,Debit,Online,Retired,1
300.61,44,51,7895.540000000001,Debit,Online,Doctor,1
265.94,54,132,6781.3,Debit,Online,Engineer,1
345.54,29,50,2091.78,Debit,Online,Engineer,1
411.52,41,88,11108.39,Debit,ATM,Doctor,2
111.21,35,111,9088.36,Debit,Branch,Doctor,0
316.37,53,86,4671.69,Debit,ATM,Engineer,2
260.63,37,142,7534.7300000000005,Debit,Branch,Engineer,0
92.36,29,144,6353.14,Debit,ATM,Engineer,2
262.06,63,118,13587.52,Debit,Branch,Doctor,0
64.5,74,230,1351.24,Debit,ATM,Retired,2
253.55,28,85,2797.26,Debit,ATM,Engineer,2
408.28,21,125,1222.77,Credit,Branch,Student,3
175.94,57,89,3728.0400000000004,Debit,ATM,Retired,2
199.47,57,142,6067.44,Debit,Online,Doctor,1
51.07,63,133,4292.16,Debit,Branch,Retired,0
435.86,56,134,3801.8200000000006,Debit,ATM,Retired,2
74.73,64,162,6353.22,Credit,Branch,Retired,3
182.79,23,14,1251.85,Credit,Online,Student,4
628.36,44,107,11869.71,Debit,Online,Doctor,1
268.39,29,177,9409.43,Debit,Online,Doctor,1
362.27,80,47,6003.59,Debit,ATM,Retired,2
560.15,50,91,817.83,Credit,Online,Engineer,4
351.99,80,45,3663.64,Debit,ATM,Retired,2
132.36,28,160,319.65,Debit,Branch,Student,0
24.77,40,17,478.23,Credit,Online,Engineer,4
668.67,44,143,13446.81,Debit,Online,Doctor,1
80.24,53,58,8012.810000000001,Credit,Branch,Doctor,3
8.65,68,198,4201.22,Debit,ATM,Retired,2
178.91,18,18,8870.89,Debit,ATM,Student,2
115.22,27,107,906.1999999999999,Debit,Branch,Engineer,0
161.63,46,276,9286.37,Debit,Online,Doctor,1
542.75,70,63,2224.08,Credit,Branch,Retired,3
317.47,67,16,14639.28,Credit,Online,Doctor,4
280.99,45,29,9733.59,Debit,Branch,Engineer,0
24.19,29,28,2756.2,Debit,ATM,Engineer,2
586.85,36,86,6655.15,Debit,ATM,Doctor,2
372.41,55,143,3233.87,Debit,ATM,Retired,2
63.169999999999995,20,148,1676.57,Debit,ATM,Student,2
383.69,54,285,8371.11,Debit,Online,Engineer,1
247.17,65,149,2611.64,Credit,Branch,Retired,3
48.78,18,136,552.06,Credit,Branch,Student,3
4.15,60,119,6017.36,Credit,Branch,Retired,3
60.99,34,58,7281.46,Debit,Branch,Engineer,0
408.19,26,241,6847.47,Debit,Branch,Engineer,0
524.6,58,75,13017.7,Debit,Branch,Doctor,0
108.96,26,247,7597.660000000001,Debit,ATM,Student,2
70.03,63,49,7330.31,Debit,Branch,Retired,0
124.84,52,79,6711.78,Debit,Online,Retired,1
324.04,54,30,2248.06,Debit,ATM,Retired,2
39.69,70,163,3524.68,Debit,Online,Retired,1
157.7,58,45,8332.58,Credit,Branch,Engineer,3
81.27,22,68,1814.48,Credit,Online,Student,4
193.82,37,176,3886.7699999999995,Debit,Branch,Engineer,0
16.73,79,165,7591.129999999999,Debit,Online,Retired,1
474.05000000000007,57,214,1484.31,Debit,ATM,Retired,2
39.21,66,245,9385.57,Debit,ATM,Doctor,2
637.75,79,151,4202.92,Debit,Branch,Retired,0
153.59,66,174,4813.12,Credit,Branch,Retired,3
186.6,18,139,9716.68,Debit,Branch,Student,0
644.08,24,55,1980.62,Debit,Online,Student,1
226.66000000000003,41,168,10216.25,Debit,Branch,Doctor,0
305.0,22,222,944.83,Debit,ATM,Student,2
233.1,42,37,7469.2,Credit,Branch,Doctor,3
793.13,68,75,13389.16,Debit,Online,Doctor,1
224.19,52,93,8475.47,Debit,ATM,Doctor,2
214.83,23,63,991.6899999999999,Credit,ATM,Student,5
163.46,63,111,6953.8,Credit,Branch,Retired,3
194.99,34,91,1370.03,Debit,Branch,Engineer,0
23.4,46,175,14851.28,Debit,ATM,Doctor,2
227.49999999999997,34,277,11505.35,Debit,Online,Doctor,1
259.9,26,100,914.2799999999999,Debit,Online,Student,1
59.510000000000005,36,55,9955.88,Credit,Online,Doctor,4
50.63,64,143,4732.81,Debit,Online,Retired,1
112.93999999999998,73,30,3807.8399999999997,Credit,Online,Retired,4
11.81,21,131,320.25,Debit,ATM,Student,2
329.14,55,14,12033.92,Debit,Branch,Doctor,0
154.24,61,82,6109.55,Debit,ATM,Retired,2
233.44000000000003,20,297,1691.88,Debit,Online,Student,1
141.8,18,116,1697.67,Debit,ATM,Student,2
209.03,55,126,8359.5,Debit,Branch,Engineer,0
261.14,42,162,6100.08,Debit,ATM,Engineer,2
101.81,45,105,13872.03,Debit,ATM,Doctor,2
98.71,32,117,10095.23,Debit,ATM,Doctor,2
87.38,21,252,1504.99,Debit,Branch,Student,0
83.39,32,158,13182.11,Debit,Branch,Doctor,0
267.55,46,40,4330.04,Debit,Online,Engineer,1
870.05,29,39,905.2499999999999,Debit,ATM,Doctor,2
154.32,38,269,6972.5,Credit,ATM,Engineer,5
164.51,78,110,3553.69,Debit,Branch,Retired,0
758.12,69,90,6164.65,Debit,ATM,Retired,2
103.76,28,188,9626.14,Debit,Online,Engineer,1
583.92,55,139,6364.14,Debit,Online,Engineer,1
204.06,77,159,4351.83,Debit,Online,Retired,1
53.51,56,165,5773.5,Debit,Online,Retired,1
52.95,68,14,6335.58,Credit,Online,Retired,4
120.17,49,105,5403.79,Debit,ATM,Doctor,2
220.8,31,28,8135.31,Debit,Online,Engineer,1
119.01,45,87,9798.26,Debit,ATM,Doctor,2
183.32,21,74,137.42,Debit,ATM,Student,2
858.88,60,227,7015.46,Debit,Online,Engineer,1
11.46,41,128,2356.71,Credit,Online,Engineer,4
61.370000000000005,75,164,4294.44,Debit,Branch,Retired,0
103.08,49,150,9251.38,Credit,Branch,Engineer,3
1.21,55,196,7542.739999999999,Debit,Branch,Retired,0
425.18,26,172,9880.71,Credit,Online,Engineer,4
60.96000000000001,52,238,6189.24,Debit,ATM,Retired,2
64.21,51,37,12540.18,Debit,ATM,Doctor,2
523.02,53,83,4586.11,Debit,Online,Retired,1
50.26,65,164,1519.38,Debit,Branch,Retired,0
110.08,19,95,1447.26,Debit,Branch,Student,0
54.47,23,34,1131.42,Credit,Branch,Student,3
79.76,68,115,10278.75,Debit,Online,Doctor,1
16.79,30,146,535.15,Credit,Online,Doctor,4
68.62,29,157,13891.47,Debit,Branch,Doctor,0
157.16,20,280,1545.77,Debit,Branch,Student,0
643.38,18,105,1046.74,Credit,Online,Student,4
328.34,42,30,2840.45,Credit,Online,Engineer,4
72.68,69,44,6216.77,Debit,Online,Retired,1
354.76,51,279,10141.92,Debit,Branch,Doctor,0
793.88,22,252,1404.06,Credit,ATM,Student,5
29.22,27,69,7795.79,Debit,ATM,Engineer,2
653.97,37,100,3886.65,Debit,Online,Engineer,1
366.43,21,91,1560.45,Credit,Online,Student,4
120.85999999999999,33,162,13566.58,Debit,Online,Doctor,1
233.74,72,142,4749.54,Debit,Online,Retired,1
471.8399999999999,18,138,1044.33,Debit,ATM,Student,2
213.4,73,100,2012.24,Credit,Branch,Retired,3
254.21,48,45,2487.2,Debit,ATM,Engineer,2
577.73,37,63,14977.99,Debit,ATM,Doctor,2
170.26,27,265,1969.48,Debit,ATM,Student,2
337.73,78,107,7001.2,Debit,Online,Retired,1
330.61,64,113,2525.25,Credit,Branch,Retired,3
132.33,35,47,7457.94,Credit,ATM,Engineer,5
672.74,46,118,5386.52,Credit,Branch,Engineer,3
74.04,18,66,1690.23,Debit,Online,Student,1
197.18,28,135,3114.92,Debit,Online,Engineer,1
21.15,70,180,3466.74,Debit,Branch,Retired,0
218.37,62,105,9942.24,Debit,ATM,Doctor,2
590.01,29,140,9791.74,Debit,Online,Doctor,1
697.82,44,153,6824.0,Debit,Online,Engineer,1
302.76,38,88,8583.39,Debit,ATM,Engineer,2
148.0,20,35,1488.65,Debit,Branch,Student,0
22.26,19,56,5583.88,Debit,Branch,Student,0
0.8599999999999999,25,139,1357.22,Debit,ATM,Student,2
757.1,65,203,10553.23,Debit,Branch,Doctor,0
38.81,25,145,1619.6,Credit,Online,Student,4
76.51,49,120,9475.4,Credit,Online,Engineer,4
32.46,31,10,8656.18,Debit,Online,Doctor,1
20.64,22,59,949.38,Debit,Branch,Student,0
662.11,23,219,1996.38,Debit,Branch,Student,0
288.77,55,110,8836.51,Debit,ATM,Engineer,2
35.05,30,105,14330.47,Debit,Branch,Doctor,0
214.73,46,26,5368.42,Credit,ATM,Doctor,5
25.38,57,66,8616.05,Debit,Branch,Engineer,0
617.66,41,40,5906.58,Debit,ATM,Engineer,2
446.39,63,77,7863.6,Debit,ATM,Retired,2
377.92,33,204,2254.71,Debit,Branch,Engineer,0
11.04,30,43,6983.04,Debit,Online,Engineer,1
275.46,36,67,9697.75,Debit,ATM,Doctor,2
179.76,78,81,5909.52,Debit,Online,Retired,1
32.34,44,45,7847.619999999999,Debit,Branch,Doctor,0
273.92,79,109,4543.56,Debit,Branch,Retired,0
375.45,19,32,1307.23,Debit,Branch,Student,0
388.98,23,155,1819.91,Debit,ATM,Student,2
492.8399999999999,25,37,577.67,Debit,ATM,Student,2
148.85,57,25,7802.360000000001,Debit,ATM,Doctor,2
119.94999999999999,62,47,2596.61,Credit,Branch,Retired,3
391.66,50,103,2406.31,Debit,Branch,Engineer,0
185.99,41,53,402.45,Credit,Branch,Engineer,3
322.48,27,57,1238.43,Debit,ATM,Student,2
20.27,18,22,796.3499999999999,Debit,Branch,Student,0
280.61,47,129,7888.76,Debit,ATM,Engineer,2
199.02,61,269,4658.89,Debit,ATM,Retired,2
104.23,63,107,5009.29,Credit,Online,Retired,4
353.59,52,109,1822.34,Credit,Branch,Retired,3
55.86,39,68,5346.46,Debit,Online,Engineer,1
10.77,31,178,10704.95,Debit,ATM,Doctor,2
95.55,33,51,2434.74,Debit,Branch,Engineer,0
477.07000000000005,27,278,6568.07,Debit,Online,Engineer,1
9.1,52,63,2791.45,Credit,Online,Retired,4
21.41,57,99,658.91,Debit,Online,Doctor,1
278.28,28,26,1346.88,Debit,Branch,Student,0
388.1,73,40,3022.12,Credit,Online,Retired,4
215.39,27,215,1582.55,Debit,ATM,Student,2
194.37,66,161,14395.88,Debit,ATM,Doctor,2
37.7,20,109,1741.1,Debit,ATM,Student,2
19.59,64,122,1061.69,Debit,Branch,Retired,0
81.35,41,103,7192.45,Debit,Online,Engineer,1
314.54,58,228,9923.45,Credit,Branch,Engineer,3
466.64,58,11,10915.11,Debit,ATM,Doctor,2
397.01,22,100,719.52,Debit,ATM,Student,2
472.48,55,87,7128.82,Debit,Branch,Engineer,0
67.15,59,14,9028.49,Debit,Online,Doctor,1
102.67,79,119,4656.94,Debit,Branch,Retired,0
460.09,35,146,6990.64,Credit,Online,Doctor,4
453.49,66,147,6366.43,Debit,Branch,Doctor,0
267.17,26,170,1382.62,Debit,ATM,Student,2
111.26,66,43,14350.11,Debit,ATM,Doctor,2
121.17,68,158,12990.77,Debit,ATM,Doctor,2
213.28,51,94,4835.91,Debit,Branch,Retired,0
187.88,60,180,2154.58,Debit,ATM,Engineer,2
471.88,34,141,14833.34,Credit,Online,Doctor,4
83.79,57,47,5061.3,Debit,ATM,Engineer,2
212.14,72,105,7225.06,Debit,Branch,Retired,0
99.16,79,202,2607.58,Debit,Online,Retired,1
839.33,60,86,11538.97,Credit,Branch,Doctor,3
29.91,76,43,2834.84,Credit,Online,Retired,4
4.24,38,37,7822.729999999999,Debit,Online,Engineer,1
50.29,58,64,7604.9,Credit,Online,Doctor,4
135.85,57,269,1480.39,Debit,Online,Retired,1
368.53,68,34,13696.31,Debit,Branch,Doctor,0
17.95,64,135,12344.9,Credit,Branch,Doctor,3
127.80000000000001,31,47,8630.99,Credit,Branch,Engineer,3
16.73,45,48,2202.62,Debit,Online,Engineer,1
317.12,44,80,14409.74,Debit,Branch,Doctor,0
476.62999999999994,79,115,4894.25,Debit,ATM,Retired,2
156.58,24,160,8981.61,Debit,Branch,Student,0
55.12,34,261,3791.99,Credit,Online,Engineer,4
15.739999999999998,27,37,690.16,Debit,Branch,Student,0
353.68,70,145,6777.12,Debit,Online,Retired,1
297.15,76,178,5449.37,Debit,Online,Retired,1
647.85,36,121,13779.97,Debit,Branch,Doctor,0
75.04,49,178,9648.6,Debit,ATM,Engineer,2
273.92,28,35,1029.15,Debit,Online,Student,1
215.8,51,66,3656.62,Credit,Branch,Retired,3
420.6,26,55,1778.75,Debit,Branch,Student,0
688.36,23,22,5191.13,Credit,Branch,Student,3
285.18,55,150,14847.97,Credit,Branch,Doctor,3
213.55,63,15,5238.37,Debit,ATM,Doctor,2
463.11,51,159,10238.82,Credit,Branch,Doctor,3
150.03,73,176,7491.42,Debit,ATM,Retired,2
428.61,51,131,2116.36,Debit,Branch,Retired,0
309.56,58,147,972.04,Debit,Online,Doctor,1
377.08,26,71,6430.86,Credit,Branch,Student,3
77.25,68,157,14077.97,Debit,Branch,Doctor,0
146.92,64,272,3990.6,Debit,ATM,Retired,2
126.59999999999998,22,146,961.6499999999999,Debit,Branch,Student,0
101.34,24,45,703.2599999999999,Debit,ATM,Student,2
184.97,58,268,1156.67,Debit,Branch,Doctor,0
451.15,46,175,1356.47,Debit,ATM,Engineer,2
516.47,25,94,1305.06,Credit,ATM,Student,5
880.04,25,29,261.97,Debit,ATM,Student,2
353.69,59,163,9500.79,Debit,Online,Engineer,1
66.69,25,140,1210.33,Credit,Branch,Student,3
95.75,31,169,337.62,Debit,Branch,Engineer,0
43.91,27,86,1806.68,Debit,Online,Student,1
98.03,54,165,6323.45,Debit,Branch,Engineer,0
617.66,42,128,7155.95,Debit,ATM,Engineer,2
888.57,62,102,7896.14,Debit,Online,Retired,1
107.48,22,129,591.2299999999999,Debit,Branch,Student,0
36.57,62,69,2583.07,Debit,ATM,Retired,2
575.62,43,129,234.40999999999997,Debit,Online,Doctor,1
84.89,37,70,4735.61,Debit,ATM,Engineer,2
832.3,69,86,6617.52,Credit,Branch,Retired,3
180.65,22,37,816.0099999999999,Debit,Branch,Student,0
7.759999999999999,52,84,7393.11,Credit,Online,Retired,4
109.3,56,26,13510.11,Debit,Branch,Doctor,0
230.08000000000004,79,123,4466.1,Debit,Online,Retired,1
361.92,54,111,7474.31,Debit,ATM,Retired,2
71.29,68,55,7225.63,Debit,ATM,Retired,2
122.45,46,98,7255.49,Debit,Branch,Doctor,0
642.53,65,128,11417.91,Debit,ATM,Doctor,2
62.86,25,30,1040.43,Debit,Branch,Student,0
175.21,69,69,6039.04,Credit,ATM,Doctor,5
168.0,32,11,3498.58,Credit,Branch,Engineer,3
11.46,67,73,6628.75,Debit,Online,Retired,1
